Rank,Address,Balance
80,"1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fVBalance:10,000 BTC ($600,015,555) Ins:50 Outs:0","10,000 BTC ($600,015,555)"
81,"14YK4mzJGo5NKkNnmVJeuEAQftLt795GecBalance:10,000 BTC ($600,012,988) Ins:62 Outs:0","10,000 BTC ($600,012,988)"
82,"1Ki3WTEEqTLPNsN5cGTsMkL2sJ4m5mdCXTBalance:10,000 BTC ($600,012,365) Ins:46 Outs:0","10,000 BTC ($600,012,365)"
83,"1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYmBalance:10,000 BTC ($600,011,862) Ins:71 Outs:0","10,000 BTC ($600,011,862)"
84,"1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrtBalance:10,000 BTC ($600,011,620) Ins:56 Outs:0","10,000 BTC ($600,011,620)"
85,"12tLs9c9RsALt4ockxa1hB4iTCTSmxj2meBalance:10,000 BTC ($600,011,532) Ins:55 Outs:0","10,000 BTC ($600,011,532)"
86,"1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRttBalance:10,000 BTC ($600,011,490) Ins:47 Outs:0","10,000 BTC ($600,011,490)"
87,"1CPaziTqeEixPoSFtJxu74uDGbpEAotZomBalance:10,000 BTC ($600,011,470) Ins:44 Outs:0","10,000 BTC ($600,011,470)"
88,"1DzsfLRDfbmQM99xm59au2SrTY3YmciBSBBalance:10,000 BTC ($600,011,389) Ins:12 Outs:1","10,000 BTC ($600,011,389)"
89,"1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTmBalance:10,000 BTC ($600,011,360) Ins:11 Outs:1","10,000 BTC ($600,011,360)"
90,"12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCtBalance:10,000 BTC ($600,011,306) Ins:12 Outs:1","10,000 BTC ($600,011,306)"
91,"17uULjz9moeLyjXHoKNwDRgKzf8ahY3JiaBalance:10,000 BTC ($600,011,302) Ins:11 Outs:1","10,000 BTC ($600,011,302)"
92,"18qNs1yBGGKR8RyErnEF5kegbNUgPfixhSBalance:10,000 BTC ($600,011,273) Ins:10 Outs:1","10,000 BTC ($600,011,273)"
93,"1MewpRkpcbFdqamPPYc1bXa9AJ189SuccyBalance:10,000 BTC ($600,011,196) Ins:8 Outs:1","10,000 BTC ($600,011,196)"
94,"1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5Balance:10,000 BTC ($600,011,195) Ins:9 Outs:1","10,000 BTC ($600,011,195)"
95,"1NhJGUJu8rrTwPS4vopsdTqqcK4nAwdLwJBalance:10,000 BTC ($600,011,194) Ins:8 Outs:1","10,000 BTC ($600,011,194)"
96,"1DP3VYwN6ozHXDDaETbvNFLd86CAXfaewiBalance:10,000 BTC ($600,011,193) Ins:7 Outs:1","10,000 BTC ($600,011,193)"
97,"1H2MXWiSniAgg7ykdXEzPHL6oTH1ic4kPBalance:10,000 BTC ($600,011,038) Ins:9 Outs:1","10,000 BTC ($600,011,038)"
98,"1LnoZawVFFQihU8d8ntxLMpYheZUfyeVAKwallet: OKXBalance:10,000 BTC ($600,010,912) Ins:46 Outs:0","10,000 BTC ($600,010,912)"
99,"1JQULE6yHr9UaitLr4wahTwJN7DaMX7W1Zwallet: OKXBalance:10,000 BTC ($600,010,861) Ins:27 Outs:0","10,000 BTC ($600,010,861)"
100,"1DcT5Wij5tfb3oVViF8mA8p4WrG98ahZPTwallet: OKXBalance:10,000 BTC ($600,010,859) Ins:29 Outs:0","10,000 BTC ($600,010,859)"
