Rank,Address,Balance
23,"bc1qk4m9zv5tnxf2pddd565wugsjrkqkfn90aa0wypj2530f4f7tjwrqnt..penswallet: BITMEX-coldwalletBalance:35,277 BTC ($2,123,839,533) Ins:77 Outs:3","35,277 BTC ($2,123,839,533)"
24,"12Gws9EsEiDZLinu2SWkHdk7TcobjTau9uwallet: MtGox-coldwalletBalance:32,371 BTC ($1,948,889,632) Ins:6 Outs:0","32,371 BTC ($1,948,889,632)"
25,"12XqeqZRVkBDgmPLVY4ZC6Y4ruUUEug8FxBalance:32,321 BTC ($1,945,860,200) Ins:47 Outs:10","32,321 BTC ($1,945,860,200)"
26,"bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4wallet: Binance-PoolBalance:31,643 BTC ($1,905,065,738) Ins:4748 Outs:1","31,643 BTC ($1,905,065,738)"
27,"3FHNBLobJnbCTFTVakh5TXmEneyf5PT61Bwallet: Binance-coldwalletBalance:31,275 BTC ($1,882,907,699) Ins:38 Outs:0","31,275 BTC ($1,882,907,699)"
28,"12ib7dApVFvg82TXKycWBNpN8kFyiAN1drwallet: 967Balance:31,000 BTC ($1,866,334,801) Ins:174 Outs:4","31,000 BTC ($1,866,334,801)"
29,"12tkqA9xSoowkzoERHMWNKsTey55YEBqkvBalance:28,151 BTC ($1,694,812,123) Ins:158 Outs:0","28,151 BTC ($1,694,812,123)"
30,"39eYrpgAgDhp4tTjrSb1ppZ5kdAc1ikBYwBalance:26,139 BTC ($1,573,700,837) Ins:7 Outs:1","26,139 BTC ($1,573,700,837)"
31,"bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9wallet: Crypto.com-coldwallet 7d:-457.95 BTC / 30d:-225.44 BTCBalance:25,522 BTC ($1,536,513,657) Ins:28837 Outs:27080","25,522 BTC ($1,536,513,657)"
32,"1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7wallet: Binance-coldwallet 7d:-4926 BTC / 30d:+19328 BTCBalance:24,789 BTC ($1,492,394,798) Ins:84 Outs:60","24,789 BTC ($1,492,394,798)"
33,"17MWdxfjPYP2PYhdy885QtihfbW181r1rnBalance:24,495 BTC ($1,474,723,087) Ins:24 Outs:0","24,495 BTC ($1,474,723,087)"
34,"38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67 2-of-6wallet: OKExBalance:24,067 BTC ($1,448,932,911) Ins:313 Outs:224","24,067 BTC ($1,448,932,911)"
35,"19D5J8c59P2bAkWKvxSYw8scD3KUNWoZ1CBalance:23,969 BTC ($1,443,034,682) Ins:28 Outs:0","23,969 BTC ($1,443,034,682)"
36,"15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxvBalance:23,375 BTC ($1,407,273,668) Ins:44 Outs:2","23,375 BTC ($1,407,273,668)"
37,"bc1qhxf9ckyz7sw8h6vkvdlffntmsu6fz8m3pdzgvwwallet: Revolut-coldwalletBalance:23,323 BTC ($1,404,127,184) Ins:16 Outs:0","23,323 BTC ($1,404,127,184)"
38,"bc1qe2n7t4h47l33cazdlfa0hzs5tfke35dzj6tzuy 7d:+18159 BTC / 30d:+23085 BTCBalance:23,085 BTC ($1,389,791,385) Ins:27 Outs:0","23,085 BTC ($1,389,791,385)"
39,"3JZq4atUahhuA9rLhXLMhhTo133J9rF97jwallet: Bitfinex-coldwallet 7d:+126.82 BTC / 30d:-548.31 BTCBalance:22,694 BTC ($1,366,301,321) Ins:5145 Outs:5118","22,694 BTC ($1,366,301,321)"
40,"3HfD4pvF43jdu9dzVMEr1b8AnDHooRGc5t 3-of-9wallet: 107121673Balance:20,271 BTC ($1,220,429,200) Ins:13 Outs:2","20,271 BTC ($1,220,429,200)"
41,"bc1qcpflj68s3ahy4xajez4d8v3vk28pvf7qte2jmlftvxzfke2u6mqsge..3gvh 7d:+514 BTC / 30d:+1060 BTCBalance:20,155 BTC ($1,213,415,668) Ins:135 Outs:125","20,155 BTC ($1,213,415,668)"
42,"17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRnBalance:20,008 BTC ($1,204,565,854) Ins:79 Outs:1","20,008 BTC ($1,204,565,854)"
43,"bc1qngydl7hmgdtmuqjmtsyj3pcwszv0yn5mj6kz4cwallet: SilkRoad-DOJ-ConfiscatedBalance:19,800 BTC ($1,192,042,773) Ins:17 Outs:0","19,800 BTC ($1,192,042,773)"
44,"1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGWBalance:19,414 BTC ($1,168,830,399) Ins:115 Outs:0","19,414 BTC ($1,168,830,399)"
45,"3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9 4-of-8Balance:19,209 BTC ($1,156,452,050) Ins:69 Outs:45","19,209 BTC ($1,156,452,050)"
46,"bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64wallet: BitMEX 7d:+16.07 BTC / 30d:-131.85 BTCBalance:18,800 BTC ($1,131,842,379) Ins:516 Outs:511","18,800 BTC ($1,131,842,379)"
47,"bc1qcdqj2smprre85c78d942wx5tauw5n7uw92r7wrwallet: Crypto.com-coldwallet 7d:+182.83 BTC / 30d:+5.6 BTCBalance:18,560 BTC ($1,117,361,385) Ins:34525 Outs:29728","18,560 BTC ($1,117,361,385)"
48,"bc1qjh0akslml59uuczddqu0y4p3vj64hg5mc94c40wallet: Kraken-coldwallet 7d:+500 BTC / 30d:+500 BTCBalance:18,559 BTC ($1,117,301,867) Ins:1220 Outs:162","18,559 BTC ($1,117,301,867)"
49,"bc1qy0wxk2v2lv8wqxpjtupzx7lykla4c3y5wf5u7gBalance:18,400 BTC ($1,107,760,173) Ins:4 Outs:0","18,400 BTC ($1,107,760,173)"
50,"bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjt..pd9lwallet: Bitbank-coldwallet 7d:-43.99 BTC / 30d:+295.41 BTCBalance:17,994 BTC ($1,083,329,682) Ins:3486 Outs:3463","17,994 BTC ($1,083,329,682)"
51,"143gLvWYUojXaWZRrxquRKpVNTkhmr415Bwallet: Huobi-coldwallet 7d:-500 BTC / 30d:+6525 BTCBalance:17,276 BTC ($1,040,064,205) Ins:320 Outs:139","17,276 BTC ($1,040,064,205)"
52,"bc1qxezna9h8dut8y4s30pjaw0ftk6nqen4rwe7wmm 7d:+784.57 BTC / 30d:+16569 BTCBalance:16,569 BTC ($997,509,422) Ins:10 Outs:0","16,569 BTC ($997,509,422)"
53,"34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBPwallet: Binance-coldwalletBalance:16,307 BTC ($981,727,639) Ins:15 Outs:0","16,307 BTC ($981,727,639)"
54,"bc1q968e7dl5cq938tz87uwqyyd4and4mjhgyelfyqwallet: OKEx 30d:+2600 BTCBalance:16,164 BTC ($973,136,930) Ins:5 Outs:0","16,164 BTC ($973,136,930)"
55,"1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCGBalance:15,746 BTC ($947,948,892) Ins:76 Outs:1","15,746 BTC ($947,948,892)"
56,"1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8 7d:+8.79 BTC / 30d:+8.79 BTCBalance:14,441 BTC ($869,388,527) Ins:104 Outs:6","14,441 BTC ($869,388,527)"
57,"39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN 7d:-850.01 BTC / 30d:-340 BTCBalance:14,162 BTC ($852,624,441) Ins:304 Outs:270","14,162 BTC ($852,624,441)"
58,"bc1q6qphr80zug3v37xf503a7atzfn3au2fz0dy9ek 7d:+14001 BTC / 30d:+14001 BTCBalance:14,001 BTC ($842,899,436) Ins:788 Outs:781","14,001 BTC ($842,899,436)"
59,"1BZaYtmXka1y3Byi2yvXCDG92Tjz7ecwYjBalance:14,000 BTC ($842,858,931) Ins:61 Outs:0","14,000 BTC ($842,858,931)"
60,"bc1qk7fy6qumtdkjy765ujxqxe0my55ake0zefa2dmt6sjx2sr098d8qf2..6ufn 7d:+30 BTC / 30d:-514.79 BTCBalance:13,712 BTC ($825,539,946) Ins:144 Outs:37","13,712 BTC ($825,539,946)"
61,"bc1q4vxn43l44h30nkluqfxd9eckf45vr2awz38lwawallet: UK-Gov-ConfiscatedBalance:13,003 BTC ($782,836,617) Ins:19 Outs:0","13,003 BTC ($782,836,617)"
62,"1932eKraQ3Ad9MeNBHb14WFQbNrLaKeEpTwallet: Deribit-coldwalletBalance:12,900 BTC ($776,620,970) Ins:42 Outs:3","12,900 BTC ($776,620,970)"
63,"1CiAnTJn6eHTU89PeihdMhT7KcQZxVZ4fyBalance:12,858 BTC ($774,103,956) Ins:19 Outs:0","12,858 BTC ($774,103,956)"
64,"bc1qkmk4v2xn29yge68fq6zh7gvfdqrvpq3v3p3y0swallet: Bitfinex-Hack-RecoveryBalance:12,267 BTC ($738,526,376) Ins:3 Outs:0","12,267 BTC ($738,526,376)"
65,"1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiwwallet: Binance-coldwallet 7d:-74 BTC / 30d:-828 BTCBalance:12,172 BTC ($732,806,007) Ins:50 Outs:21","12,172 BTC ($732,806,007)"
66,"bc1qtrxc0use4hlm7fl0j6t37z7qlwl5eppj8lywz6wallet: Kraken-coldwallet 7d:+12.26 BTC / 30d:+12.26 BTCBalance:12,165 BTC ($732,404,043) Ins:969 Outs:148","12,165 BTC ($732,404,043)"
67,"1PuQBjpPfAuANa3KM4HBdfF98BC7wnWhTb 30d:+12000 BTCBalance:12,000 BTC ($722,459,382) Ins:1 Outs:0","12,000 BTC ($722,459,382)"
68,"bc1q5vwscmf85w2vlq0qvr33dgpvu5rlrd42cqw6qn 7d:-74.52 BTC / 30d:-1604 BTCBalance:11,126 BTC ($669,812,480) Ins:297 Outs:296","11,126 BTC ($669,812,480)"
69,"39EJqV1utdhgGWc4L89MwFhYppuGDmsuAf 30d:+10915 BTCBalance:10,915 BTC ($657,123,428) Ins:1 Outs:0","10,915 BTC ($657,123,428)"
70,"3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3wallet: OKEx 7d:+84.85 BTC / 30d:-56.56 BTCBalance:10,860 BTC ($653,837,738) Ins:140 Outs:61","10,860 BTC ($653,837,738)"
71,"1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWCBalance:10,771 BTC ($648,431,556) Ins:104 Outs:0","10,771 BTC ($648,431,556)"
72,"bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5hwallet: Binance-coldwalletBalance:10,650 BTC ($641,174,796) Ins:3 Outs:1","10,650 BTC ($641,174,796)"
73,"3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnEwallet: OKEx 7d:+4.11 BTC / 30d:-2819 BTCBalance:10,634 BTC ($640,187,283) Ins:1070 Outs:1019","10,634 BTC ($640,187,283)"
74,"bc1qxlth5har0qasqvattsjvgp80st2x402u5shuudBalance:10,500 BTC ($632,144,478) Ins:3 Outs:0","10,500 BTC ($632,144,478)"
75,"3Jyi6RfokawNhkjWHtTnsFRd3o6mAjiK1yBalance:10,475 BTC ($630,610,014) Ins:2 Outs:0","10,475 BTC ($630,610,014)"
76,"1Q8QR5k32hexiMQnRgkJ6fmmjn5fMWhdv9wallet: Binance-PoolBalance:10,217 BTC ($615,089,530) Ins:1599 Outs:0","10,217 BTC ($615,089,530)"
77,"3G98jSULfhrES1J9HKfZdDjXx1sTNvHkhN 7d:+2162 BTC / 30d:+3484 BTCBalance:10,043 BTC ($604,627,847) Ins:89 Outs:45","10,043 BTC ($604,627,847)"
78,"1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccrBalance:10,009 BTC ($602,599,731) Ins:82 Outs:0","10,009 BTC ($602,599,731)"
79,"bc1qsxdxm0exqdsmnl9ejrz250xqxrxpxkgf5nhhtqBalance:10,002 BTC ($602,146,844) Ins:9 Outs:0","10,002 BTC ($602,146,844)"
80,"1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fVBalance:10,000 BTC ($602,046,762) Ins:50 Outs:0","10,000 BTC ($602,046,762)"
81,"14YK4mzJGo5NKkNnmVJeuEAQftLt795GecBalance:10,000 BTC ($602,044,187) Ins:62 Outs:0","10,000 BTC ($602,044,187)"
82,"1Ki3WTEEqTLPNsN5cGTsMkL2sJ4m5mdCXTBalance:10,000 BTC ($602,043,561) Ins:46 Outs:0","10,000 BTC ($602,043,561)"
83,"1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYmBalance:10,000 BTC ($602,043,056) Ins:71 Outs:0","10,000 BTC ($602,043,056)"
84,"1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrtBalance:10,000 BTC ($602,042,813) Ins:56 Outs:0","10,000 BTC ($602,042,813)"
85,"12tLs9c9RsALt4ockxa1hB4iTCTSmxj2meBalance:10,000 BTC ($602,042,725) Ins:55 Outs:0","10,000 BTC ($602,042,725)"
86,"1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRttBalance:10,000 BTC ($602,042,683) Ins:47 Outs:0","10,000 BTC ($602,042,683)"
87,"1CPaziTqeEixPoSFtJxu74uDGbpEAotZomBalance:10,000 BTC ($602,042,663) Ins:44 Outs:0","10,000 BTC ($602,042,663)"
88,"1DzsfLRDfbmQM99xm59au2SrTY3YmciBSBBalance:10,000 BTC ($602,042,582) Ins:12 Outs:1","10,000 BTC ($602,042,582)"
89,"1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTmBalance:10,000 BTC ($602,042,553) Ins:11 Outs:1","10,000 BTC ($602,042,553)"
90,"12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCtBalance:10,000 BTC ($602,042,499) Ins:12 Outs:1","10,000 BTC ($602,042,499)"
91,"17uULjz9moeLyjXHoKNwDRgKzf8ahY3JiaBalance:10,000 BTC ($602,042,494) Ins:11 Outs:1","10,000 BTC ($602,042,494)"
92,"18qNs1yBGGKR8RyErnEF5kegbNUgPfixhSBalance:10,000 BTC ($602,042,465) Ins:10 Outs:1","10,000 BTC ($602,042,465)"
93,"1MewpRkpcbFdqamPPYc1bXa9AJ189SuccyBalance:10,000 BTC ($602,042,388) Ins:8 Outs:1","10,000 BTC ($602,042,388)"
94,"1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5Balance:10,000 BTC ($602,042,387) Ins:9 Outs:1","10,000 BTC ($602,042,387)"
95,"1NhJGUJu8rrTwPS4vopsdTqqcK4nAwdLwJBalance:10,000 BTC ($602,042,386) Ins:8 Outs:1","10,000 BTC ($602,042,386)"
96,"1DP3VYwN6ozHXDDaETbvNFLd86CAXfaewiBalance:10,000 BTC ($602,042,385) Ins:7 Outs:1","10,000 BTC ($602,042,385)"
97,"1H2MXWiSniAgg7ykdXEzPHL6oTH1ic4kPBalance:10,000 BTC ($602,042,229) Ins:9 Outs:1","10,000 BTC ($602,042,229)"
98,"1LnoZawVFFQihU8d8ntxLMpYheZUfyeVAKwallet: OKXBalance:10,000 BTC ($602,042,103) Ins:46 Outs:0","10,000 BTC ($602,042,103)"
99,"1JQULE6yHr9UaitLr4wahTwJN7DaMX7W1Zwallet: OKXBalance:10,000 BTC ($602,042,052) Ins:27 Outs:0","10,000 BTC ($602,042,052)"
100,"1DcT5Wij5tfb3oVViF8mA8p4WrG98ahZPTwallet: OKXBalance:10,000 BTC ($602,042,050) Ins:29 Outs:0","10,000 BTC ($602,042,050)"
