Rank,Address,Balance
34,"38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67 2-of-6wallet: OKExBalance:24,067 BTC ($1,439,298,940) Ins:313 Outs:224","24,067 BTC ($1,439,298,940)"
35,"19D5J8c59P2bAkWKvxSYw8scD3KUNWoZ1CBalance:23,969 BTC ($1,433,439,928) Ins:28 Outs:0","23,969 BTC ($1,433,439,928)"
36,"15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxvBalance:23,375 BTC ($1,397,916,689) Ins:44 Outs:2","23,375 BTC ($1,397,916,689)"
37,"bc1qhxf9ckyz7sw8h6vkvdlffntmsu6fz8m3pdzgvwwallet: Revolut-coldwalletBalance:23,323 BTC ($1,394,791,127) Ins:16 Outs:0","23,323 BTC ($1,394,791,127)"
38,"bc1qe2n7t4h47l33cazdlfa0hzs5tfke35dzj6tzuy 7d:+18159 BTC / 30d:+23085 BTCBalance:23,085 BTC ($1,380,550,647) Ins:27 Outs:0","23,085 BTC ($1,380,550,647)"
39,"3JZq4atUahhuA9rLhXLMhhTo133J9rF97jwallet: Bitfinex-coldwallet 7d:+338.35 BTC / 30d:-548.31 BTCBalance:22,694 BTC ($1,357,216,768) Ins:5145 Outs:5118","22,694 BTC ($1,357,216,768)"
40,"3HfD4pvF43jdu9dzVMEr1b8AnDHooRGc5t 3-of-9wallet: 107121673Balance:20,271 BTC ($1,212,314,553) Ins:13 Outs:2","20,271 BTC ($1,212,314,553)"
41,"bc1qcpflj68s3ahy4xajez4d8v3vk28pvf7qte2jmlftvxzfke2u6mqsge..3gvh 7d:+514 BTC / 30d:+1060 BTCBalance:20,155 BTC ($1,205,347,654) Ins:135 Outs:125","20,155 BTC ($1,205,347,654)"
42,"17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRnBalance:20,008 BTC ($1,196,556,682) Ins:79 Outs:1","20,008 BTC ($1,196,556,682)"
43,"bc1qngydl7hmgdtmuqjmtsyj3pcwszv0yn5mj6kz4cwallet: SilkRoad-DOJ-ConfiscatedBalance:19,800 BTC ($1,184,116,868) Ins:17 Outs:0","19,800 BTC ($1,184,116,868)"
44,"1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGWBalance:19,414 BTC ($1,161,058,833) Ins:115 Outs:0","19,414 BTC ($1,161,058,833)"
45,"3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9 4-of-8Balance:19,209 BTC ($1,148,762,787) Ins:69 Outs:45","19,209 BTC ($1,148,762,787)"
46,"bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64wallet: BitMEX 7d:+16.07 BTC / 30d:-131.85 BTCBalance:18,800 BTC ($1,124,316,746) Ins:516 Outs:511","18,800 BTC ($1,124,316,746)"
47,"bc1qjh0akslml59uuczddqu0y4p3vj64hg5mc94c40wallet: Kraken-coldwallet 7d:+500 BTC / 30d:+500 BTCBalance:18,559 BTC ($1,109,872,915) Ins:1220 Outs:162","18,559 BTC ($1,109,872,915)"
48,"bc1qcdqj2smprre85c78d942wx5tauw5n7uw92r7wrwallet: Crypto.com-coldwallet 7d:+187.1 BTC / 30d:+37.48 BTCBalance:18,552 BTC ($1,109,464,610) Ins:34510 Outs:29728","18,552 BTC ($1,109,464,610)"
49,"bc1qy0wxk2v2lv8wqxpjtupzx7lykla4c3y5wf5u7gBalance:18,400 BTC ($1,100,394,663) Ins:4 Outs:0","18,400 BTC ($1,100,394,663)"
50,"bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjt..pd9lwallet: Bitbank-coldwallet 7d:-39.14 BTC / 30d:+311.56 BTCBalance:17,996 BTC ($1,076,240,442) Ins:3485 Outs:3462","17,996 BTC ($1,076,240,442)"
51,"143gLvWYUojXaWZRrxquRKpVNTkhmr415Bwallet: Huobi-coldwallet 7d:+6662 BTC / 30d:+6745 BTCBalance:17,276 BTC ($1,033,148,807) Ins:320 Outs:139","17,276 BTC ($1,033,148,807)"
52,"bc1qxezna9h8dut8y4s30pjaw0ftk6nqen4rwe7wmm 7d:+878.94 BTC / 30d:+16569 BTCBalance:16,569 BTC ($990,876,970) Ins:10 Outs:0","16,569 BTC ($990,876,970)"
53,"34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBPwallet: Binance-coldwalletBalance:16,307 BTC ($975,200,122) Ins:15 Outs:0","16,307 BTC ($975,200,122)"
54,"bc1q968e7dl5cq938tz87uwqyyd4and4mjhgyelfyqwallet: OKEx 30d:+2600 BTCBalance:16,164 BTC ($966,666,531) Ins:5 Outs:0","16,164 BTC ($966,666,531)"
55,"1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCGBalance:15,746 BTC ($941,645,969) Ins:76 Outs:1","15,746 BTC ($941,645,969)"
56,"1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8 7d:+8.79 BTC / 30d:+8.79 BTCBalance:14,441 BTC ($863,607,953) Ins:104 Outs:6","14,441 BTC ($863,607,953)"
57,"39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN 7d:-850.01 BTC / 30d:-340 BTCBalance:14,162 BTC ($846,955,332) Ins:304 Outs:270","14,162 BTC ($846,955,332)"
58,"bc1q6qphr80zug3v37xf503a7atzfn3au2fz0dy9ek 7d:+14002 BTC / 30d:+14002 BTCBalance:14,002 BTC ($837,371,802) Ins:760 Outs:753","14,002 BTC ($837,371,802)"
59,"1BZaYtmXka1y3Byi2yvXCDG92Tjz7ecwYjBalance:14,000 BTC ($837,254,753) Ins:61 Outs:0","14,000 BTC ($837,254,753)"
60,"bc1qk7fy6qumtdkjy765ujxqxe0my55ake0zefa2dmt6sjx2sr098d8qf2..6ufn 7d:+30 BTC / 30d:-514.79 BTCBalance:13,712 BTC ($820,050,922) Ins:144 Outs:37","13,712 BTC ($820,050,922)"
61,"bc1q4vxn43l44h30nkluqfxd9eckf45vr2awz38lwawallet: UK-Gov-ConfiscatedBalance:13,003 BTC ($777,631,528) Ins:19 Outs:0","13,003 BTC ($777,631,528)"
62,"1932eKraQ3Ad9MeNBHb14WFQbNrLaKeEpTwallet: Deribit-coldwalletBalance:12,900 BTC ($771,457,209) Ins:42 Outs:3","12,900 BTC ($771,457,209)"
63,"1CiAnTJn6eHTU89PeihdMhT7KcQZxVZ4fyBalance:12,858 BTC ($768,956,930) Ins:19 Outs:0","12,858 BTC ($768,956,930)"
64,"bc1qkmk4v2xn29yge68fq6zh7gvfdqrvpq3v3p3y0swallet: Bitfinex-Hack-RecoveryBalance:12,267 BTC ($733,615,905) Ins:3 Outs:0","12,267 BTC ($733,615,905)"
65,"1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiwwallet: Binance-coldwallet 7d:-74 BTC / 30d:-828 BTCBalance:12,172 BTC ($727,933,572) Ins:50 Outs:21","12,172 BTC ($727,933,572)"
66,"bc1qtrxc0use4hlm7fl0j6t37z7qlwl5eppj8lywz6wallet: Kraken-coldwallet 7d:+12.26 BTC / 30d:+12.26 BTCBalance:12,165 BTC ($727,534,280) Ins:969 Outs:148","12,165 BTC ($727,534,280)"
67,"1PuQBjpPfAuANa3KM4HBdfF98BC7wnWhTb 30d:+12000 BTCBalance:12,000 BTC ($717,655,742) Ins:1 Outs:0","12,000 BTC ($717,655,742)"
68,"bc1q5vwscmf85w2vlq0qvr33dgpvu5rlrd42cqw6qn 7d:-94.52 BTC / 30d:-1640 BTCBalance:11,126 BTC ($665,358,889) Ins:297 Outs:296","11,126 BTC ($665,358,889)"
69,"39EJqV1utdhgGWc4L89MwFhYppuGDmsuAf 30d:+10915 BTCBalance:10,915 BTC ($652,754,207) Ins:1 Outs:0","10,915 BTC ($652,754,207)"
70,"3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3wallet: OKEx 7d:+84.85 BTC / 30d:-56.56 BTCBalance:10,860 BTC ($649,490,364) Ins:140 Outs:61","10,860 BTC ($649,490,364)"
71,"1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWCBalance:10,771 BTC ($644,120,128) Ins:104 Outs:0","10,771 BTC ($644,120,128)"
72,"bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5hwallet: Binance-coldwalletBalance:10,650 BTC ($636,911,618) Ins:3 Outs:1","10,650 BTC ($636,911,618)"
73,"3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnEwallet: OKEx 7d:+4.11 BTC / 30d:-2825 BTCBalance:10,634 BTC ($635,930,671) Ins:1070 Outs:1019","10,634 BTC ($635,930,671)"
74,"bc1qxlth5har0qasqvattsjvgp80st2x402u5shuudBalance:10,500 BTC ($627,941,342) Ins:3 Outs:0","10,500 BTC ($627,941,342)"
75,"3Jyi6RfokawNhkjWHtTnsFRd3o6mAjiK1yBalance:10,475 BTC ($626,417,081) Ins:2 Outs:0","10,475 BTC ($626,417,081)"
76,"1Q8QR5k32hexiMQnRgkJ6fmmjn5fMWhdv9wallet: Binance-PoolBalance:10,217 BTC ($610,999,793) Ins:1599 Outs:0","10,217 BTC ($610,999,793)"
77,"3G98jSULfhrES1J9HKfZdDjXx1sTNvHkhN 7d:+2162 BTC / 30d:+3484 BTCBalance:10,043 BTC ($600,607,670) Ins:89 Outs:45","10,043 BTC ($600,607,670)"
78,"1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccrBalance:10,009 BTC ($598,593,038) Ins:82 Outs:0","10,009 BTC ($598,593,038)"
79,"bc1qsxdxm0exqdsmnl9ejrz250xqxrxpxkgf5nhhtqBalance:10,002 BTC ($598,143,163) Ins:9 Outs:0","10,002 BTC ($598,143,163)"
80,"1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fVBalance:10,000 BTC ($598,043,747) Ins:50 Outs:0","10,000 BTC ($598,043,747)"
81,"14YK4mzJGo5NKkNnmVJeuEAQftLt795GecBalance:10,000 BTC ($598,041,188) Ins:62 Outs:0","10,000 BTC ($598,041,188)"
82,"1Ki3WTEEqTLPNsN5cGTsMkL2sJ4m5mdCXTBalance:10,000 BTC ($598,040,566) Ins:46 Outs:0","10,000 BTC ($598,040,566)"
83,"1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYmBalance:10,000 BTC ($598,040,065) Ins:71 Outs:0","10,000 BTC ($598,040,065)"
84,"1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrtBalance:10,000 BTC ($598,039,824) Ins:56 Outs:0","10,000 BTC ($598,039,824)"
85,"12tLs9c9RsALt4ockxa1hB4iTCTSmxj2meBalance:10,000 BTC ($598,039,737) Ins:55 Outs:0","10,000 BTC ($598,039,737)"
86,"1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRttBalance:10,000 BTC ($598,039,695) Ins:47 Outs:0","10,000 BTC ($598,039,695)"
87,"1CPaziTqeEixPoSFtJxu74uDGbpEAotZomBalance:10,000 BTC ($598,039,675) Ins:44 Outs:0","10,000 BTC ($598,039,675)"
88,"1DzsfLRDfbmQM99xm59au2SrTY3YmciBSBBalance:10,000 BTC ($598,039,594) Ins:12 Outs:1","10,000 BTC ($598,039,594)"
89,"1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTmBalance:10,000 BTC ($598,039,565) Ins:11 Outs:1","10,000 BTC ($598,039,565)"
90,"12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCtBalance:10,000 BTC ($598,039,511) Ins:12 Outs:1","10,000 BTC ($598,039,511)"
91,"17uULjz9moeLyjXHoKNwDRgKzf8ahY3JiaBalance:10,000 BTC ($598,039,507) Ins:11 Outs:1","10,000 BTC ($598,039,507)"
92,"18qNs1yBGGKR8RyErnEF5kegbNUgPfixhSBalance:10,000 BTC ($598,039,478) Ins:10 Outs:1","10,000 BTC ($598,039,478)"
93,"1MewpRkpcbFdqamPPYc1bXa9AJ189SuccyBalance:10,000 BTC ($598,039,402) Ins:8 Outs:1","10,000 BTC ($598,039,402)"
94,"1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5Balance:10,000 BTC ($598,039,401) Ins:9 Outs:1","10,000 BTC ($598,039,401)"
95,"1NhJGUJu8rrTwPS4vopsdTqqcK4nAwdLwJBalance:10,000 BTC ($598,039,400) Ins:8 Outs:1","10,000 BTC ($598,039,400)"
96,"1DP3VYwN6ozHXDDaETbvNFLd86CAXfaewiBalance:10,000 BTC ($598,039,399) Ins:7 Outs:1","10,000 BTC ($598,039,399)"
97,"1H2MXWiSniAgg7ykdXEzPHL6oTH1ic4kPBalance:10,000 BTC ($598,039,244) Ins:9 Outs:1","10,000 BTC ($598,039,244)"
98,"1LnoZawVFFQihU8d8ntxLMpYheZUfyeVAKwallet: OKXBalance:10,000 BTC ($598,039,118) Ins:46 Outs:0","10,000 BTC ($598,039,118)"
99,"1JQULE6yHr9UaitLr4wahTwJN7DaMX7W1Zwallet: OKXBalance:10,000 BTC ($598,039,068) Ins:27 Outs:0","10,000 BTC ($598,039,068)"
100,"1DcT5Wij5tfb3oVViF8mA8p4WrG98ahZPTwallet: OKXBalance:10,000 BTC ($598,039,066) Ins:29 Outs:0","10,000 BTC ($598,039,066)"
