Rank,Address,Balance
33,"17MWdxfjPYP2PYhdy885QtihfbW181r1rnBalance:24,495 BTC ($1,472,185,157) Ins:24 Outs:0","24,495 BTC ($1,472,185,157)"
34,"38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67 2-of-6wallet: OKExBalance:24,067 BTC ($1,446,439,365) Ins:313 Outs:224","24,067 BTC ($1,446,439,365)"
35,"19D5J8c59P2bAkWKvxSYw8scD3KUNWoZ1CBalance:23,969 BTC ($1,440,551,287) Ins:28 Outs:0","23,969 BTC ($1,440,551,287)"
36,"15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxvBalance:23,375 BTC ($1,404,851,815) Ins:44 Outs:2","23,375 BTC ($1,404,851,815)"
37,"bc1qhxf9ckyz7sw8h6vkvdlffntmsu6fz8m3pdzgvwwallet: Revolut-coldwalletBalance:23,323 BTC ($1,401,710,747) Ins:16 Outs:0","23,323 BTC ($1,401,710,747)"
38,"bc1qe2n7t4h47l33cazdlfa0hzs5tfke35dzj6tzuy 7d:+18159 BTC / 30d:+23085 BTCBalance:23,085 BTC ($1,387,399,619) Ins:27 Outs:0","23,085 BTC ($1,387,399,619)"
39,"3JZq4atUahhuA9rLhXLMhhTo133J9rF97jwallet: Bitfinex-coldwallet 7d:+126.82 BTC / 30d:-548.31 BTCBalance:22,694 BTC ($1,363,949,980) Ins:5145 Outs:5118","22,694 BTC ($1,363,949,980)"
40,"3HfD4pvF43jdu9dzVMEr1b8AnDHooRGc5t 3-of-9wallet: 107121673Balance:20,271 BTC ($1,218,328,898) Ins:13 Outs:2","20,271 BTC ($1,218,328,898)"
41,"bc1qcpflj68s3ahy4xajez4d8v3vk28pvf7qte2jmlftvxzfke2u6mqsge..3gvh 7d:+514 BTC / 30d:+1060 BTCBalance:20,155 BTC ($1,211,327,436) Ins:135 Outs:125","20,155 BTC ($1,211,327,436)"
42,"17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRnBalance:20,008 BTC ($1,202,492,852) Ins:79 Outs:1","20,008 BTC ($1,202,492,852)"
43,"bc1qngydl7hmgdtmuqjmtsyj3pcwszv0yn5mj6kz4cwallet: SilkRoad-DOJ-ConfiscatedBalance:19,800 BTC ($1,189,991,323) Ins:17 Outs:0","19,800 BTC ($1,189,991,323)"
44,"1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGWBalance:19,414 BTC ($1,166,818,897) Ins:115 Outs:0","19,414 BTC ($1,166,818,897)"
45,"3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9 4-of-8Balance:19,209 BTC ($1,154,461,850) Ins:69 Outs:45","19,209 BTC ($1,154,461,850)"
46,"bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64wallet: BitMEX 7d:+16.07 BTC / 30d:-131.85 BTCBalance:18,800 BTC ($1,129,894,531) Ins:516 Outs:511","18,800 BTC ($1,129,894,531)"
47,"bc1qcdqj2smprre85c78d942wx5tauw5n7uw92r7wrwallet: Crypto.com-coldwallet 7d:+185.52 BTC / 30d:+8.28 BTCBalance:18,562 BTC ($1,115,599,881) Ins:34540 Outs:29728","18,562 BTC ($1,115,599,881)"
48,"bc1qjh0akslml59uuczddqu0y4p3vj64hg5mc94c40wallet: Kraken-coldwallet 7d:+500 BTC / 30d:+500 BTCBalance:18,559 BTC ($1,115,379,043) Ins:1220 Outs:162","18,559 BTC ($1,115,379,043)"
49,"bc1qy0wxk2v2lv8wqxpjtupzx7lykla4c3y5wf5u7gBalance:18,400 BTC ($1,105,853,769) Ins:4 Outs:0","18,400 BTC ($1,105,853,769)"
50,"bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjt..pd9lwallet: Bitbank-coldwallet 7d:-32.83 BTC / 30d:+306.57 BTCBalance:18,005 BTC ($1,082,135,883) Ins:3488 Outs:3465","18,005 BTC ($1,082,135,883)"
51,"143gLvWYUojXaWZRrxquRKpVNTkhmr415Bwallet: Huobi-coldwallet 7d:-500 BTC / 30d:+6525 BTCBalance:17,276 BTC ($1,038,274,303) Ins:320 Outs:139","17,276 BTC ($1,038,274,303)"
52,"bc1qxezna9h8dut8y4s30pjaw0ftk6nqen4rwe7wmm 7d:+784.57 BTC / 30d:+16569 BTCBalance:16,569 BTC ($995,792,754) Ins:10 Outs:0","16,569 BTC ($995,792,754)"
53,"34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBPwallet: Binance-coldwalletBalance:16,307 BTC ($980,038,132) Ins:15 Outs:0","16,307 BTC ($980,038,132)"
54,"bc1q968e7dl5cq938tz87uwqyyd4and4mjhgyelfyqwallet: OKEx 30d:+2600 BTCBalance:16,164 BTC ($971,462,206) Ins:5 Outs:0","16,164 BTC ($971,462,206)"
55,"1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCGBalance:15,746 BTC ($946,317,516) Ins:76 Outs:1","15,746 BTC ($946,317,516)"
56,"1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8 7d:+8.79 BTC / 30d:+8.79 BTCBalance:14,441 BTC ($867,892,350) Ins:104 Outs:6","14,441 BTC ($867,892,350)"
57,"39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN 7d:-850.01 BTC / 30d:-340 BTCBalance:14,162 BTC ($851,157,114) Ins:304 Outs:270","14,162 BTC ($851,157,114)"
58,"bc1q6qphr80zug3v37xf503a7atzfn3au2fz0dy9ek 7d:+14001 BTC / 30d:+14001 BTCBalance:14,001 BTC ($841,448,846) Ins:788 Outs:781","14,001 BTC ($841,448,846)"
59,"1BZaYtmXka1y3Byi2yvXCDG92Tjz7ecwYjBalance:14,000 BTC ($841,408,410) Ins:61 Outs:0","14,000 BTC ($841,408,410)"
60,"bc1qk7fy6qumtdkjy765ujxqxe0my55ake0zefa2dmt6sjx2sr098d8qf2..6ufn 7d:+30 BTC / 30d:-514.79 BTCBalance:13,712 BTC ($824,119,231) Ins:144 Outs:37","13,712 BTC ($824,119,231)"
61,"bc1q4vxn43l44h30nkluqfxd9eckf45vr2awz38lwawallet: UK-Gov-ConfiscatedBalance:13,003 BTC ($781,489,392) Ins:19 Outs:0","13,003 BTC ($781,489,392)"
62,"1932eKraQ3Ad9MeNBHb14WFQbNrLaKeEpTwallet: Deribit-coldwalletBalance:12,900 BTC ($775,284,442) Ins:42 Outs:3","12,900 BTC ($775,284,442)"
63,"1CiAnTJn6eHTU89PeihdMhT7KcQZxVZ4fyBalance:12,858 BTC ($772,771,759) Ins:19 Outs:0","12,858 BTC ($772,771,759)"
64,"bc1qkmk4v2xn29yge68fq6zh7gvfdqrvpq3v3p3y0swallet: Bitfinex-Hack-RecoveryBalance:12,267 BTC ($737,255,406) Ins:3 Outs:0","12,267 BTC ($737,255,406)"
65,"1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiwwallet: Binance-coldwallet 7d:-74 BTC / 30d:-828 BTCBalance:12,172 BTC ($731,544,882) Ins:50 Outs:21","12,172 BTC ($731,544,882)"
66,"bc1qtrxc0use4hlm7fl0j6t37z7qlwl5eppj8lywz6wallet: Kraken-coldwallet 7d:+12.26 BTC / 30d:+12.26 BTCBalance:12,165 BTC ($731,143,609) Ins:969 Outs:148","12,165 BTC ($731,143,609)"
67,"1PuQBjpPfAuANa3KM4HBdfF98BC7wnWhTb 30d:+12000 BTCBalance:12,000 BTC ($721,216,063) Ins:1 Outs:0","12,000 BTC ($721,216,063)"
68,"bc1q5vwscmf85w2vlq0qvr33dgpvu5rlrd42cqw6qn 7d:-74.52 BTC / 30d:-1604 BTCBalance:11,126 BTC ($668,659,763) Ins:297 Outs:296","11,126 BTC ($668,659,763)"
69,"39EJqV1utdhgGWc4L89MwFhYppuGDmsuAf 30d:+10915 BTCBalance:10,915 BTC ($655,992,549) Ins:1 Outs:0","10,915 BTC ($655,992,549)"
70,"3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3wallet: OKEx 7d:+84.85 BTC / 30d:-56.56 BTCBalance:10,860 BTC ($652,712,514) Ins:140 Outs:61","10,860 BTC ($652,712,514)"
71,"1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWCBalance:10,771 BTC ($647,315,636) Ins:104 Outs:0","10,771 BTC ($647,315,636)"
72,"bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5hwallet: Binance-coldwalletBalance:10,650 BTC ($640,071,364) Ins:3 Outs:1","10,650 BTC ($640,071,364)"
73,"3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnEwallet: OKEx 7d:+4.11 BTC / 30d:-2819 BTCBalance:10,634 BTC ($639,085,551) Ins:1070 Outs:1019","10,634 BTC ($639,085,551)"
74,"bc1qxlth5har0qasqvattsjvgp80st2x402u5shuudBalance:10,500 BTC ($631,056,586) Ins:3 Outs:0","10,500 BTC ($631,056,586)"
75,"3G98jSULfhrES1J9HKfZdDjXx1sTNvHkhN 7d:+2610 BTC / 30d:+3933 BTCBalance:10,491 BTC ($630,537,801) Ins:90 Outs:45","10,491 BTC ($630,537,801)"
76,"3Jyi6RfokawNhkjWHtTnsFRd3o6mAjiK1yBalance:10,475 BTC ($629,524,764) Ins:2 Outs:0","10,475 BTC ($629,524,764)"
77,"1Q8QR5k32hexiMQnRgkJ6fmmjn5fMWhdv9wallet: Binance-PoolBalance:10,217 BTC ($614,030,989) Ins:1599 Outs:0","10,217 BTC ($614,030,989)"
78,"1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccrBalance:10,009 BTC ($601,562,685) Ins:82 Outs:0","10,009 BTC ($601,562,685)"
79,"bc1qsxdxm0exqdsmnl9ejrz250xqxrxpxkgf5nhhtqBalance:10,002 BTC ($601,110,578) Ins:9 Outs:0","10,002 BTC ($601,110,578)"
80,"1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fVBalance:10,000 BTC ($601,010,668) Ins:50 Outs:0","10,000 BTC ($601,010,668)"
81,"14YK4mzJGo5NKkNnmVJeuEAQftLt795GecBalance:10,000 BTC ($601,008,097) Ins:62 Outs:0","10,000 BTC ($601,008,097)"
82,"1Ki3WTEEqTLPNsN5cGTsMkL2sJ4m5mdCXTBalance:10,000 BTC ($601,007,472) Ins:46 Outs:0","10,000 BTC ($601,007,472)"
83,"1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYmBalance:10,000 BTC ($601,006,968) Ins:71 Outs:0","10,000 BTC ($601,006,968)"
84,"1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrtBalance:10,000 BTC ($601,006,726) Ins:56 Outs:0","10,000 BTC ($601,006,726)"
85,"12tLs9c9RsALt4ockxa1hB4iTCTSmxj2meBalance:10,000 BTC ($601,006,638) Ins:55 Outs:0","10,000 BTC ($601,006,638)"
86,"1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRttBalance:10,000 BTC ($601,006,596) Ins:47 Outs:0","10,000 BTC ($601,006,596)"
87,"1CPaziTqeEixPoSFtJxu74uDGbpEAotZomBalance:10,000 BTC ($601,006,576) Ins:44 Outs:0","10,000 BTC ($601,006,576)"
88,"1DzsfLRDfbmQM99xm59au2SrTY3YmciBSBBalance:10,000 BTC ($601,006,495) Ins:12 Outs:1","10,000 BTC ($601,006,495)"
89,"1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTmBalance:10,000 BTC ($601,006,466) Ins:11 Outs:1","10,000 BTC ($601,006,466)"
90,"12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCtBalance:10,000 BTC ($601,006,412) Ins:12 Outs:1","10,000 BTC ($601,006,412)"
91,"17uULjz9moeLyjXHoKNwDRgKzf8ahY3JiaBalance:10,000 BTC ($601,006,407) Ins:11 Outs:1","10,000 BTC ($601,006,407)"
92,"18qNs1yBGGKR8RyErnEF5kegbNUgPfixhSBalance:10,000 BTC ($601,006,378) Ins:10 Outs:1","10,000 BTC ($601,006,378)"
93,"1MewpRkpcbFdqamPPYc1bXa9AJ189SuccyBalance:10,000 BTC ($601,006,301) Ins:8 Outs:1","10,000 BTC ($601,006,301)"
94,"1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5Balance:10,000 BTC ($601,006,300) Ins:9 Outs:1","10,000 BTC ($601,006,300)"
95,"1NhJGUJu8rrTwPS4vopsdTqqcK4nAwdLwJBalance:10,000 BTC ($601,006,300) Ins:8 Outs:1","10,000 BTC ($601,006,300)"
96,"1DP3VYwN6ozHXDDaETbvNFLd86CAXfaewiBalance:10,000 BTC ($601,006,299) Ins:7 Outs:1","10,000 BTC ($601,006,299)"
97,"1H2MXWiSniAgg7ykdXEzPHL6oTH1ic4kPBalance:10,000 BTC ($601,006,142) Ins:9 Outs:1","10,000 BTC ($601,006,142)"
98,"1LnoZawVFFQihU8d8ntxLMpYheZUfyeVAKwallet: OKXBalance:10,000 BTC ($601,006,017) Ins:46 Outs:0","10,000 BTC ($601,006,017)"
99,"1JQULE6yHr9UaitLr4wahTwJN7DaMX7W1Zwallet: OKXBalance:10,000 BTC ($601,005,966) Ins:27 Outs:0","10,000 BTC ($601,005,966)"
100,"1DcT5Wij5tfb3oVViF8mA8p4WrG98ahZPTwallet: OKXBalance:10,000 BTC ($601,005,964) Ins:29 Outs:0","10,000 BTC ($601,005,964)"
