Rank,Address,Balance
16,"bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3q..fgprwallet: Coincheck 7d:+62.85 BTC / 30d:+253.44 BTCBalance:46,084 BTC ($2,767,405,053) Ins:931 Outs:887","46,084 BTC ($2,767,405,053)"
17,"3PXBET2GrTwCamkeDzKCx8DeGDyrbuGKoc 30d:+45177 BTCBalance:45,177 BTC ($2,712,966,861) Ins:3 Outs:0","45,177 BTC ($2,712,966,861)"
18,"1LruNZjwamWJXThX2Y8C2d47QqhAkkc5osBalance:44,000 BTC ($2,642,268,233) Ins:60 Outs:0","44,000 BTC ($2,642,268,233)"
19,"3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgdwallet: OKExBalance:41,663 BTC ($2,501,916,846) Ins:450 Outs:215","41,663 BTC ($2,501,916,846)"
21,"3LQUu4v9z6KNch71j7kbj8GPeAGUo1FW6awallet: Binance-coldwalletBalance:37,927 BTC ($2,277,575,355) Ins:36 Outs:0","37,927 BTC ($2,277,575,355)"
22,"bc1q7ydrtdn8z62xhslqyqtyt38mm4e2c4h3mxjkugwallet: UK-Gov-ConfiscatedBalance:36,000 BTC ($2,161,876,966) Ins:45 Outs:0","36,000 BTC ($2,161,876,966)"
23,"bc1qk4m9zv5tnxf2pddd565wugsjrkqkfn90aa0wypj2530f4f7tjwrqnt..penswallet: BITMEX-coldwalletBalance:35,277 BTC ($2,118,450,158) Ins:77 Outs:3","35,277 BTC ($2,118,450,158)"
24,"12Gws9EsEiDZLinu2SWkHdk7TcobjTau9uwallet: MtGox-coldwalletBalance:32,371 BTC ($1,943,944,203) Ins:6 Outs:0","32,371 BTC ($1,943,944,203)"
25,"12XqeqZRVkBDgmPLVY4ZC6Y4ruUUEug8FxBalance:32,321 BTC ($1,940,922,458) Ins:47 Outs:10","32,321 BTC ($1,940,922,458)"
26,"bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4wallet: Binance-PoolBalance:31,643 BTC ($1,900,231,514) Ins:4748 Outs:1","31,643 BTC ($1,900,231,514)"
27,"3FHNBLobJnbCTFTVakh5TXmEneyf5PT61Bwallet: Binance-coldwalletBalance:31,275 BTC ($1,878,129,703) Ins:38 Outs:0","31,275 BTC ($1,878,129,703)"
28,"12ib7dApVFvg82TXKycWBNpN8kFyiAN1drwallet: 967Balance:31,000 BTC ($1,861,598,861) Ins:174 Outs:4","31,000 BTC ($1,861,598,861)"
29,"12tkqA9xSoowkzoERHMWNKsTey55YEBqkvBalance:28,151 BTC ($1,690,511,432) Ins:158 Outs:0","28,151 BTC ($1,690,511,432)"
30,"39eYrpgAgDhp4tTjrSb1ppZ5kdAc1ikBYwBalance:26,139 BTC ($1,569,707,473) Ins:7 Outs:1","26,139 BTC ($1,569,707,473)"
31,"bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9wallet: Crypto.com-coldwallet 7d:+6.9 BTC / 30d:+415.21 BTCBalance:25,854 BTC ($1,552,542,786) Ins:28828 Outs:26978","25,854 BTC ($1,552,542,786)"
32,"1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7wallet: Binance-coldwallet 7d:-4926 BTC / 30d:+19328 BTCBalance:24,789 BTC ($1,488,607,753) Ins:84 Outs:60","24,789 BTC ($1,488,607,753)"
33,"17MWdxfjPYP2PYhdy885QtihfbW181r1rnBalance:24,495 BTC ($1,470,980,885) Ins:24 Outs:0","24,495 BTC ($1,470,980,885)"
34,"38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67 2-of-6wallet: OKExBalance:24,067 BTC ($1,445,256,153) Ins:313 Outs:224","24,067 BTC ($1,445,256,153)"
35,"19D5J8c59P2bAkWKvxSYw8scD3KUNWoZ1CBalance:23,969 BTC ($1,439,372,892) Ins:28 Outs:0","23,969 BTC ($1,439,372,892)"
36,"15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxvBalance:23,375 BTC ($1,403,702,623) Ins:44 Outs:2","23,375 BTC ($1,403,702,623)"
37,"bc1qhxf9ckyz7sw8h6vkvdlffntmsu6fz8m3pdzgvwwallet: Revolut-coldwalletBalance:23,323 BTC ($1,400,564,124) Ins:16 Outs:0","23,323 BTC ($1,400,564,124)"
38,"bc1qe2n7t4h47l33cazdlfa0hzs5tfke35dzj6tzuy 7d:+18159 BTC / 30d:+23085 BTCBalance:23,085 BTC ($1,386,264,703) Ins:27 Outs:0","23,085 BTC ($1,386,264,703)"
39,"3JZq4atUahhuA9rLhXLMhhTo133J9rF97jwallet: Bitfinex-coldwallet 7d:+338.35 BTC / 30d:-548.31 BTCBalance:22,694 BTC ($1,362,834,246) Ins:5145 Outs:5118","22,694 BTC ($1,362,834,246)"
40,"3HfD4pvF43jdu9dzVMEr1b8AnDHooRGc5t 3-of-9wallet: 107121673Balance:20,271 BTC ($1,217,332,285) Ins:13 Outs:2","20,271 BTC ($1,217,332,285)"
41,"bc1qcpflj68s3ahy4xajez4d8v3vk28pvf7qte2jmlftvxzfke2u6mqsge..3gvh 7d:+514 BTC / 30d:+1060 BTCBalance:20,155 BTC ($1,210,336,550) Ins:135 Outs:125","20,155 BTC ($1,210,336,550)"
42,"17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRnBalance:20,008 BTC ($1,201,509,193) Ins:79 Outs:1","20,008 BTC ($1,201,509,193)"
43,"bc1qngydl7hmgdtmuqjmtsyj3pcwszv0yn5mj6kz4cwallet: SilkRoad-DOJ-ConfiscatedBalance:19,800 BTC ($1,189,017,890) Ins:17 Outs:0","19,800 BTC ($1,189,017,890)"
44,"1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGWBalance:19,414 BTC ($1,165,864,419) Ins:115 Outs:0","19,414 BTC ($1,165,864,419)"
45,"3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9 4-of-8Balance:19,209 BTC ($1,153,517,481) Ins:69 Outs:45","19,209 BTC ($1,153,517,481)"
46,"bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64wallet: BitMEX 7d:+16.07 BTC / 30d:-131.85 BTCBalance:18,800 BTC ($1,128,970,258) Ins:516 Outs:511","18,800 BTC ($1,128,970,258)"
47,"bc1qjh0akslml59uuczddqu0y4p3vj64hg5mc94c40wallet: Kraken-coldwallet 7d:+500 BTC / 30d:+500 BTCBalance:18,559 BTC ($1,114,466,644) Ins:1220 Outs:162","18,559 BTC ($1,114,466,644)"
48,"bc1qcdqj2smprre85c78d942wx5tauw5n7uw92r7wrwallet: Crypto.com-coldwallet 7d:+187.39 BTC / 30d:+37.76 BTCBalance:18,552 BTC ($1,114,073,765) Ins:34513 Outs:29728","18,552 BTC ($1,114,073,765)"
49,"bc1qy0wxk2v2lv8wqxpjtupzx7lykla4c3y5wf5u7gBalance:18,400 BTC ($1,104,949,162) Ins:4 Outs:0","18,400 BTC ($1,104,949,162)"
50,"bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjt..pd9lwallet: Bitbank-coldwallet 7d:-39.14 BTC / 30d:+311.56 BTCBalance:17,996 BTC ($1,080,694,967) Ins:3485 Outs:3462","17,996 BTC ($1,080,694,967)"
51,"143gLvWYUojXaWZRrxquRKpVNTkhmr415Bwallet: Huobi-coldwallet 7d:+6662 BTC / 30d:+6745 BTCBalance:17,276 BTC ($1,037,424,978) Ins:320 Outs:139","17,276 BTC ($1,037,424,978)"
52,"bc1qxezna9h8dut8y4s30pjaw0ftk6nqen4rwe7wmm 7d:+878.94 BTC / 30d:+16569 BTCBalance:16,569 BTC ($994,978,179) Ins:10 Outs:0","16,569 BTC ($994,978,179)"
53,"34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBPwallet: Binance-coldwalletBalance:16,307 BTC ($979,236,444) Ins:15 Outs:0","16,307 BTC ($979,236,444)"
54,"bc1q968e7dl5cq938tz87uwqyyd4and4mjhgyelfyqwallet: OKEx 30d:+2600 BTCBalance:16,164 BTC ($970,667,534) Ins:5 Outs:0","16,164 BTC ($970,667,534)"
55,"1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCGBalance:15,746 BTC ($945,543,413) Ins:76 Outs:1","15,746 BTC ($945,543,413)"
56,"1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8 7d:+8.79 BTC / 30d:+8.79 BTCBalance:14,441 BTC ($867,182,399) Ins:104 Outs:6","14,441 BTC ($867,182,399)"
57,"39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN 7d:-850.01 BTC / 30d:-340 BTCBalance:14,162 BTC ($850,460,853) Ins:304 Outs:270","14,162 BTC ($850,460,853)"
58,"bc1q6qphr80zug3v37xf503a7atzfn3au2fz0dy9ek 7d:+14002 BTC / 30d:+14002 BTCBalance:14,002 BTC ($840,835,084) Ins:765 Outs:758","14,002 BTC ($840,835,084)"
59,"1BZaYtmXka1y3Byi2yvXCDG92Tjz7ecwYjBalance:14,000 BTC ($840,720,124) Ins:61 Outs:0","14,000 BTC ($840,720,124)"
60,"bc1qk7fy6qumtdkjy765ujxqxe0my55ake0zefa2dmt6sjx2sr098d8qf2..6ufn 7d:+30 BTC / 30d:-514.79 BTCBalance:13,712 BTC ($823,445,087) Ins:144 Outs:37","13,712 BTC ($823,445,087)"
61,"bc1q4vxn43l44h30nkluqfxd9eckf45vr2awz38lwawallet: UK-Gov-ConfiscatedBalance:13,003 BTC ($780,850,121) Ins:19 Outs:0","13,003 BTC ($780,850,121)"
62,"1932eKraQ3Ad9MeNBHb14WFQbNrLaKeEpTwallet: Deribit-coldwalletBalance:12,900 BTC ($774,650,246) Ins:42 Outs:3","12,900 BTC ($774,650,246)"
63,"1CiAnTJn6eHTU89PeihdMhT7KcQZxVZ4fyBalance:12,858 BTC ($772,139,619) Ins:19 Outs:0","12,858 BTC ($772,139,619)"
64,"bc1qkmk4v2xn29yge68fq6zh7gvfdqrvpq3v3p3y0swallet: Bitfinex-Hack-RecoveryBalance:12,267 BTC ($736,652,319) Ins:3 Outs:0","12,267 BTC ($736,652,319)"
65,"1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiwwallet: Binance-coldwallet 7d:-74 BTC / 30d:-828 BTCBalance:12,172 BTC ($730,946,467) Ins:50 Outs:21","12,172 BTC ($730,946,467)"
66,"bc1qtrxc0use4hlm7fl0j6t37z7qlwl5eppj8lywz6wallet: Kraken-coldwallet 7d:+12.26 BTC / 30d:+12.26 BTCBalance:12,165 BTC ($730,545,522) Ins:969 Outs:148","12,165 BTC ($730,545,522)"
67,"1PuQBjpPfAuANa3KM4HBdfF98BC7wnWhTb 30d:+12000 BTCBalance:12,000 BTC ($720,626,097) Ins:1 Outs:0","12,000 BTC ($720,626,097)"
68,"bc1q5vwscmf85w2vlq0qvr33dgpvu5rlrd42cqw6qn 7d:-94.52 BTC / 30d:-1640 BTCBalance:11,126 BTC ($668,112,789) Ins:297 Outs:296","11,126 BTC ($668,112,789)"
69,"39EJqV1utdhgGWc4L89MwFhYppuGDmsuAf 30d:+10915 BTCBalance:10,915 BTC ($655,455,936) Ins:1 Outs:0","10,915 BTC ($655,455,936)"
70,"3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3wallet: OKEx 7d:+84.85 BTC / 30d:-56.56 BTCBalance:10,860 BTC ($652,178,584) Ins:140 Outs:61","10,860 BTC ($652,178,584)"
71,"1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWCBalance:10,771 BTC ($646,786,121) Ins:104 Outs:0","10,771 BTC ($646,786,121)"
72,"bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5hwallet: Binance-coldwalletBalance:10,650 BTC ($639,547,775) Ins:3 Outs:1","10,650 BTC ($639,547,775)"
73,"3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnEwallet: OKEx 7d:+4.11 BTC / 30d:-2825 BTCBalance:10,634 BTC ($638,562,768) Ins:1070 Outs:1019","10,634 BTC ($638,562,768)"
74,"bc1qxlth5har0qasqvattsjvgp80st2x402u5shuudBalance:10,500 BTC ($630,540,372) Ins:3 Outs:0","10,500 BTC ($630,540,372)"
75,"3Jyi6RfokawNhkjWHtTnsFRd3o6mAjiK1yBalance:10,475 BTC ($629,009,802) Ins:2 Outs:0","10,475 BTC ($629,009,802)"
76,"1Q8QR5k32hexiMQnRgkJ6fmmjn5fMWhdv9wallet: Binance-PoolBalance:10,217 BTC ($613,528,702) Ins:1599 Outs:0","10,217 BTC ($613,528,702)"
77,"3G98jSULfhrES1J9HKfZdDjXx1sTNvHkhN 7d:+2162 BTC / 30d:+3484 BTCBalance:10,043 BTC ($603,093,566) Ins:89 Outs:45","10,043 BTC ($603,093,566)"
78,"1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccrBalance:10,009 BTC ($601,070,596) Ins:82 Outs:0","10,009 BTC ($601,070,596)"
79,"bc1qsxdxm0exqdsmnl9ejrz250xqxrxpxkgf5nhhtqBalance:10,002 BTC ($600,618,859) Ins:9 Outs:0","10,002 BTC ($600,618,859)"
80,"1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fVBalance:10,000 BTC ($600,519,031) Ins:50 Outs:0","10,000 BTC ($600,519,031)"
81,"14YK4mzJGo5NKkNnmVJeuEAQftLt795GecBalance:10,000 BTC ($600,516,462) Ins:62 Outs:0","10,000 BTC ($600,516,462)"
82,"1Ki3WTEEqTLPNsN5cGTsMkL2sJ4m5mdCXTBalance:10,000 BTC ($600,515,838) Ins:46 Outs:0","10,000 BTC ($600,515,838)"
83,"1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYmBalance:10,000 BTC ($600,515,335) Ins:71 Outs:0","10,000 BTC ($600,515,335)"
84,"1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrtBalance:10,000 BTC ($600,515,092) Ins:56 Outs:0","10,000 BTC ($600,515,092)"
85,"12tLs9c9RsALt4ockxa1hB4iTCTSmxj2meBalance:10,000 BTC ($600,515,004) Ins:55 Outs:0","10,000 BTC ($600,515,004)"
86,"1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRttBalance:10,000 BTC ($600,514,962) Ins:47 Outs:0","10,000 BTC ($600,514,962)"
87,"1CPaziTqeEixPoSFtJxu74uDGbpEAotZomBalance:10,000 BTC ($600,514,942) Ins:44 Outs:0","10,000 BTC ($600,514,942)"
88,"1DzsfLRDfbmQM99xm59au2SrTY3YmciBSBBalance:10,000 BTC ($600,514,861) Ins:12 Outs:1","10,000 BTC ($600,514,861)"
89,"1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTmBalance:10,000 BTC ($600,514,832) Ins:11 Outs:1","10,000 BTC ($600,514,832)"
90,"12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCtBalance:10,000 BTC ($600,514,778) Ins:12 Outs:1","10,000 BTC ($600,514,778)"
91,"17uULjz9moeLyjXHoKNwDRgKzf8ahY3JiaBalance:10,000 BTC ($600,514,774) Ins:11 Outs:1","10,000 BTC ($600,514,774)"
92,"18qNs1yBGGKR8RyErnEF5kegbNUgPfixhSBalance:10,000 BTC ($600,514,745) Ins:10 Outs:1","10,000 BTC ($600,514,745)"
93,"1MewpRkpcbFdqamPPYc1bXa9AJ189SuccyBalance:10,000 BTC ($600,514,668) Ins:8 Outs:1","10,000 BTC ($600,514,668)"
94,"1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5Balance:10,000 BTC ($600,514,667) Ins:9 Outs:1","10,000 BTC ($600,514,667)"
95,"1NhJGUJu8rrTwPS4vopsdTqqcK4nAwdLwJBalance:10,000 BTC ($600,514,666) Ins:8 Outs:1","10,000 BTC ($600,514,666)"
96,"1DP3VYwN6ozHXDDaETbvNFLd86CAXfaewiBalance:10,000 BTC ($600,514,665) Ins:7 Outs:1","10,000 BTC ($600,514,665)"
97,"1H2MXWiSniAgg7ykdXEzPHL6oTH1ic4kPBalance:10,000 BTC ($600,514,509) Ins:9 Outs:1","10,000 BTC ($600,514,509)"
98,"1LnoZawVFFQihU8d8ntxLMpYheZUfyeVAKwallet: OKXBalance:10,000 BTC ($600,514,384) Ins:46 Outs:0","10,000 BTC ($600,514,384)"
99,"1JQULE6yHr9UaitLr4wahTwJN7DaMX7W1Zwallet: OKXBalance:10,000 BTC ($600,514,333) Ins:27 Outs:0","10,000 BTC ($600,514,333)"
100,"1DcT5Wij5tfb3oVViF8mA8p4WrG98ahZPTwallet: OKXBalance:10,000 BTC ($600,514,331) Ins:29 Outs:0","10,000 BTC ($600,514,331)"
