Rank,Address,Balance
16,"bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3q..fgprwallet: Coincheck 7d:+47.43 BTC / 30d:+162.01 BTCBalance:46,084 BTC ($2,776,443,218) Ins:931 Outs:887","46,084 BTC ($2,776,443,218)"
17,"3PXBET2GrTwCamkeDzKCx8DeGDyrbuGKoc 30d:+45177 BTCBalance:45,177 BTC ($2,721,827,235) Ins:3 Outs:0","45,177 BTC ($2,721,827,235)"
18,"1LruNZjwamWJXThX2Y8C2d47QqhAkkc5osBalance:44,000 BTC ($2,650,897,709) Ins:60 Outs:0","44,000 BTC ($2,650,897,709)"
19,"3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgdwallet: OKExBalance:41,663 BTC ($2,510,087,944) Ins:450 Outs:215","41,663 BTC ($2,510,087,944)"
21,"3LQUu4v9z6KNch71j7kbj8GPeAGUo1FW6awallet: Binance-coldwalletBalance:37,927 BTC ($2,285,013,769) Ins:36 Outs:0","37,927 BTC ($2,285,013,769)"
22,"bc1q7ydrtdn8z62xhslqyqtyt38mm4e2c4h3mxjkugwallet: UK-Gov-ConfiscatedBalance:36,000 BTC ($2,168,937,515) Ins:45 Outs:0","36,000 BTC ($2,168,937,515)"
23,"bc1qk4m9zv5tnxf2pddd565wugsjrkqkfn90aa0wypj2530f4f7tjwrqnt..penswallet: BITMEX-coldwalletBalance:35,277 BTC ($2,125,368,879) Ins:77 Outs:3","35,277 BTC ($2,125,368,879)"
24,"12Gws9EsEiDZLinu2SWkHdk7TcobjTau9uwallet: MtGox-coldwalletBalance:32,371 BTC ($1,950,292,999) Ins:6 Outs:0","32,371 BTC ($1,950,292,999)"
25,"12XqeqZRVkBDgmPLVY4ZC6Y4ruUUEug8FxBalance:32,321 BTC ($1,947,261,385) Ins:47 Outs:10","32,321 BTC ($1,947,261,385)"
26,"bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4wallet: Binance-PoolBalance:31,643 BTC ($1,906,437,547) Ins:4748 Outs:1","31,643 BTC ($1,906,437,547)"
27,"3FHNBLobJnbCTFTVakh5TXmEneyf5PT61Bwallet: Binance-coldwalletBalance:31,275 BTC ($1,884,263,553) Ins:38 Outs:0","31,275 BTC ($1,884,263,553)"
28,"12ib7dApVFvg82TXKycWBNpN8kFyiAN1drwallet: 967Balance:31,000 BTC ($1,867,678,721) Ins:174 Outs:4","31,000 BTC ($1,867,678,721)"
29,"12tkqA9xSoowkzoERHMWNKsTey55YEBqkvBalance:28,151 BTC ($1,696,032,532) Ins:158 Outs:0","28,151 BTC ($1,696,032,532)"
30,"39eYrpgAgDhp4tTjrSb1ppZ5kdAc1ikBYwBalance:26,139 BTC ($1,574,834,036) Ins:7 Outs:1","26,139 BTC ($1,574,834,036)"
31,"bc1qr4dl5wa7kl8yu792dceg9z5knl2gkn220lk7a9wallet: Crypto.com-coldwallet 7d:-393.01 BTC / 30d:-160.5 BTCBalance:25,587 BTC ($1,541,532,776) Ins:28856 Outs:27080","25,587 BTC ($1,541,532,776)"
32,"1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7wallet: Binance-coldwallet 7d:-4926 BTC / 30d:+19328 BTCBalance:24,789 BTC ($1,493,469,449) Ins:84 Outs:60","24,789 BTC ($1,493,469,449)"
33,"17MWdxfjPYP2PYhdy885QtihfbW181r1rnBalance:24,495 BTC ($1,475,785,013) Ins:24 Outs:0","24,495 BTC ($1,475,785,013)"
34,"38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67 2-of-6wallet: OKExBalance:24,067 BTC ($1,449,976,266) Ins:313 Outs:224","24,067 BTC ($1,449,976,266)"
35,"19D5J8c59P2bAkWKvxSYw8scD3KUNWoZ1CBalance:23,969 BTC ($1,444,073,790) Ins:28 Outs:0","23,969 BTC ($1,444,073,790)"
36,"15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxvBalance:23,375 BTC ($1,408,287,025) Ins:44 Outs:2","23,375 BTC ($1,408,287,025)"
37,"bc1qhxf9ckyz7sw8h6vkvdlffntmsu6fz8m3pdzgvwwallet: Revolut-coldwalletBalance:23,323 BTC ($1,405,138,276) Ins:16 Outs:0","23,323 BTC ($1,405,138,276)"
38,"bc1qe2n7t4h47l33cazdlfa0hzs5tfke35dzj6tzuy 7d:+18159 BTC / 30d:+23085 BTCBalance:23,085 BTC ($1,390,792,154) Ins:27 Outs:0","23,085 BTC ($1,390,792,154)"
39,"3JZq4atUahhuA9rLhXLMhhTo133J9rF97jwallet: Bitfinex-coldwallet 7d:+126.82 BTC / 30d:-548.31 BTCBalance:22,694 BTC ($1,367,285,174) Ins:5145 Outs:5118","22,694 BTC ($1,367,285,174)"
40,"3HfD4pvF43jdu9dzVMEr1b8AnDHooRGc5t 3-of-9wallet: 107121673Balance:20,271 BTC ($1,221,308,013) Ins:13 Outs:2","20,271 BTC ($1,221,308,013)"
41,"bc1qcpflj68s3ahy4xajez4d8v3vk28pvf7qte2jmlftvxzfke2u6mqsge..3gvh 7d:+514 BTC / 30d:+1060 BTCBalance:20,155 BTC ($1,214,289,431) Ins:135 Outs:125","20,155 BTC ($1,214,289,431)"
42,"17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRnBalance:20,008 BTC ($1,205,433,244) Ins:79 Outs:1","20,008 BTC ($1,205,433,244)"
43,"bc1qngydl7hmgdtmuqjmtsyj3pcwszv0yn5mj6kz4cwallet: SilkRoad-DOJ-ConfiscatedBalance:19,800 BTC ($1,192,901,146) Ins:17 Outs:0","19,800 BTC ($1,192,901,146)"
44,"1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGWBalance:19,414 BTC ($1,169,672,057) Ins:115 Outs:0","19,414 BTC ($1,169,672,057)"
45,"3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9 4-of-8Balance:19,209 BTC ($1,157,284,794) Ins:69 Outs:45","19,209 BTC ($1,157,284,794)"
46,"bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64wallet: BitMEX 7d:+16.07 BTC / 30d:-131.85 BTCBalance:18,800 BTC ($1,132,657,402) Ins:516 Outs:511","18,800 BTC ($1,132,657,402)"
47,"bc1qcdqj2smprre85c78d942wx5tauw5n7uw92r7wrwallet: Crypto.com-coldwallet 7d:+186.63 BTC / 30d:+9.39 BTCBalance:18,563 BTC ($1,118,394,508) Ins:34548 Outs:29728","18,563 BTC ($1,118,394,508)"
48,"bc1qjh0akslml59uuczddqu0y4p3vj64hg5mc94c40wallet: Kraken-coldwallet 7d:+500 BTC / 30d:+500 BTCBalance:18,559 BTC ($1,118,106,420) Ins:1220 Outs:162","18,559 BTC ($1,118,106,420)"
49,"bc1qy0wxk2v2lv8wqxpjtupzx7lykla4c3y5wf5u7gBalance:18,400 BTC ($1,108,557,854) Ins:4 Outs:0","18,400 BTC ($1,108,557,854)"
50,"bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjt..pd9lwallet: Bitbank-coldwallet 7d:-28.9 BTC / 30d:+310.5 BTCBalance:18,009 BTC ($1,085,018,826) Ins:3490 Outs:3465","18,009 BTC ($1,085,018,826)"
51,"143gLvWYUojXaWZRrxquRKpVNTkhmr415Bwallet: Huobi-coldwallet 7d:-500 BTC / 30d:+6525 BTCBalance:17,276 BTC ($1,040,813,140) Ins:320 Outs:139","17,276 BTC ($1,040,813,140)"
52,"bc1qxezna9h8dut8y4s30pjaw0ftk6nqen4rwe7wmm 7d:+784.57 BTC / 30d:+16569 BTCBalance:16,569 BTC ($998,227,713) Ins:10 Outs:0","16,569 BTC ($998,227,713)"
53,"34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBPwallet: Binance-coldwalletBalance:16,307 BTC ($982,434,567) Ins:15 Outs:0","16,307 BTC ($982,434,567)"
54,"bc1q968e7dl5cq938tz87uwqyyd4and4mjhgyelfyqwallet: OKEx 30d:+2600 BTCBalance:16,164 BTC ($973,837,671) Ins:5 Outs:0","16,164 BTC ($973,837,671)"
55,"1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCGBalance:15,746 BTC ($948,631,496) Ins:76 Outs:1","15,746 BTC ($948,631,496)"
56,"1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8 7d:+8.79 BTC / 30d:+8.79 BTCBalance:14,441 BTC ($870,014,561) Ins:104 Outs:6","14,441 BTC ($870,014,561)"
57,"39gUvGynQ7Re3i15G3J2gp9DEB9LnLFPMN 7d:-850.01 BTC / 30d:-340 BTCBalance:14,162 BTC ($853,238,406) Ins:305 Outs:270","14,162 BTC ($853,238,406)"
58,"1BZaYtmXka1y3Byi2yvXCDG92Tjz7ecwYjBalance:14,000 BTC ($843,465,861) Ins:61 Outs:0","14,000 BTC ($843,465,861)"
59,"bc1q6qphr80zug3v37xf503a7atzfn3au2fz0dy9ekwallet: 107742608 7d:+13991 BTC / 30d:+13991 BTCBalance:13,991 BTC ($842,929,068) Ins:821 Outs:814","13,991 BTC ($842,929,068)"
60,"bc1qk7fy6qumtdkjy765ujxqxe0my55ake0zefa2dmt6sjx2sr098d8qf2..6ufn 7d:+30 BTC / 30d:-514.79 BTCBalance:13,712 BTC ($826,134,405) Ins:144 Outs:37","13,712 BTC ($826,134,405)"
61,"bc1q4vxn43l44h30nkluqfxd9eckf45vr2awz38lwawallet: UK-Gov-ConfiscatedBalance:13,003 BTC ($783,400,326) Ins:19 Outs:0","13,003 BTC ($783,400,326)"
62,"1932eKraQ3Ad9MeNBHb14WFQbNrLaKeEpTwallet: Deribit-coldwalletBalance:12,900 BTC ($777,180,203) Ins:42 Outs:3","12,900 BTC ($777,180,203)"
63,"1CiAnTJn6eHTU89PeihdMhT7KcQZxVZ4fyBalance:12,858 BTC ($774,661,377) Ins:19 Outs:0","12,858 BTC ($774,661,377)"
64,"bc1qkmk4v2xn29yge68fq6zh7gvfdqrvpq3v3p3y0swallet: Bitfinex-Hack-RecoveryBalance:12,267 BTC ($739,058,177) Ins:3 Outs:0","12,267 BTC ($739,058,177)"
65,"1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiwwallet: Binance-coldwallet 7d:-74 BTC / 30d:-828 BTCBalance:12,172 BTC ($733,333,690) Ins:50 Outs:21","12,172 BTC ($733,333,690)"
66,"bc1qtrxc0use4hlm7fl0j6t37z7qlwl5eppj8lywz6wallet: Kraken-coldwallet 7d:+12.26 BTC / 30d:+12.26 BTCBalance:12,165 BTC ($732,931,436) Ins:969 Outs:148","12,165 BTC ($732,931,436)"
67,"1PuQBjpPfAuANa3KM4HBdfF98BC7wnWhTb 30d:+12000 BTCBalance:12,000 BTC ($722,979,615) Ins:1 Outs:0","12,000 BTC ($722,979,615)"
68,"bc1q5vwscmf85w2vlq0qvr33dgpvu5rlrd42cqw6qn 7d:-74.52 BTC / 30d:-1604 BTCBalance:11,126 BTC ($670,294,802) Ins:297 Outs:296","11,126 BTC ($670,294,802)"
69,"39EJqV1utdhgGWc4L89MwFhYppuGDmsuAf 30d:+10915 BTCBalance:10,915 BTC ($657,596,613) Ins:1 Outs:0","10,915 BTC ($657,596,613)"
70,"3FM9vDYsN2iuMPKWjAcqgyahdwdrUxhbJ3wallet: OKEx 7d:+84.85 BTC / 30d:-56.56 BTCBalance:10,860 BTC ($654,308,557) Ins:140 Outs:61","10,860 BTC ($654,308,557)"
71,"1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWCBalance:10,771 BTC ($648,898,482) Ins:104 Outs:0","10,771 BTC ($648,898,482)"
72,"bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5hwallet: Binance-coldwalletBalance:10,650 BTC ($641,636,497) Ins:3 Outs:1","10,650 BTC ($641,636,497)"
73,"3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnEwallet: OKEx 7d:+4.11 BTC / 30d:-2819 BTCBalance:10,634 BTC ($640,648,273) Ins:1070 Outs:1019","10,634 BTC ($640,648,273)"
74,"bc1qxlth5har0qasqvattsjvgp80st2x402u5shuudBalance:10,500 BTC ($632,599,679) Ins:4 Outs:0","10,500 BTC ($632,599,679)"
75,"3G98jSULfhrES1J9HKfZdDjXx1sTNvHkhN 7d:+2610 BTC / 30d:+3933 BTCBalance:10,491 BTC ($632,079,621) Ins:90 Outs:45","10,491 BTC ($632,079,621)"
76,"3Jyi6RfokawNhkjWHtTnsFRd3o6mAjiK1yBalance:10,475 BTC ($631,064,107) Ins:2 Outs:0","10,475 BTC ($631,064,107)"
77,"1Q8QR5k32hexiMQnRgkJ6fmmjn5fMWhdv9wallet: Binance-PoolBalance:10,217 BTC ($615,532,447) Ins:1599 Outs:0","10,217 BTC ($615,532,447)"
78,"1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccrBalance:10,009 BTC ($603,033,654) Ins:82 Outs:0","10,009 BTC ($603,033,654)"
79,"bc1qsxdxm0exqdsmnl9ejrz250xqxrxpxkgf5nhhtqBalance:10,002 BTC ($602,580,441) Ins:9 Outs:0","10,002 BTC ($602,580,441)"
80,"1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fVBalance:10,000 BTC ($602,480,287) Ins:50 Outs:0","10,000 BTC ($602,480,287)"
81,"14YK4mzJGo5NKkNnmVJeuEAQftLt795GecBalance:10,000 BTC ($602,477,710) Ins:62 Outs:0","10,000 BTC ($602,477,710)"
82,"1Ki3WTEEqTLPNsN5cGTsMkL2sJ4m5mdCXTBalance:10,000 BTC ($602,477,083) Ins:46 Outs:0","10,000 BTC ($602,477,083)"
83,"1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYmBalance:10,000 BTC ($602,476,579) Ins:71 Outs:0","10,000 BTC ($602,476,579)"
84,"1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrtBalance:10,000 BTC ($602,476,335) Ins:56 Outs:0","10,000 BTC ($602,476,335)"
85,"12tLs9c9RsALt4ockxa1hB4iTCTSmxj2meBalance:10,000 BTC ($602,476,247) Ins:55 Outs:0","10,000 BTC ($602,476,247)"
86,"1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRttBalance:10,000 BTC ($602,476,205) Ins:47 Outs:0","10,000 BTC ($602,476,205)"
87,"1CPaziTqeEixPoSFtJxu74uDGbpEAotZomBalance:10,000 BTC ($602,476,185) Ins:44 Outs:0","10,000 BTC ($602,476,185)"
88,"1DzsfLRDfbmQM99xm59au2SrTY3YmciBSBBalance:10,000 BTC ($602,476,104) Ins:12 Outs:1","10,000 BTC ($602,476,104)"
89,"1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTmBalance:10,000 BTC ($602,476,075) Ins:11 Outs:1","10,000 BTC ($602,476,075)"
90,"12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCtBalance:10,000 BTC ($602,476,021) Ins:12 Outs:1","10,000 BTC ($602,476,021)"
91,"17uULjz9moeLyjXHoKNwDRgKzf8ahY3JiaBalance:10,000 BTC ($602,476,016) Ins:11 Outs:1","10,000 BTC ($602,476,016)"
92,"18qNs1yBGGKR8RyErnEF5kegbNUgPfixhSBalance:10,000 BTC ($602,475,987) Ins:10 Outs:1","10,000 BTC ($602,475,987)"
93,"1MewpRkpcbFdqamPPYc1bXa9AJ189SuccyBalance:10,000 BTC ($602,475,910) Ins:8 Outs:1","10,000 BTC ($602,475,910)"
94,"1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5Balance:10,000 BTC ($602,475,909) Ins:9 Outs:1","10,000 BTC ($602,475,909)"
95,"1NhJGUJu8rrTwPS4vopsdTqqcK4nAwdLwJBalance:10,000 BTC ($602,475,908) Ins:8 Outs:1","10,000 BTC ($602,475,908)"
96,"1DP3VYwN6ozHXDDaETbvNFLd86CAXfaewiBalance:10,000 BTC ($602,475,907) Ins:7 Outs:1","10,000 BTC ($602,475,907)"
97,"1H2MXWiSniAgg7ykdXEzPHL6oTH1ic4kPBalance:10,000 BTC ($602,475,751) Ins:9 Outs:1","10,000 BTC ($602,475,751)"
98,"1LnoZawVFFQihU8d8ntxLMpYheZUfyeVAKwallet: OKXBalance:10,000 BTC ($602,475,625) Ins:46 Outs:0","10,000 BTC ($602,475,625)"
99,"1JQULE6yHr9UaitLr4wahTwJN7DaMX7W1Zwallet: OKXBalance:10,000 BTC ($602,475,574) Ins:27 Outs:0","10,000 BTC ($602,475,574)"
100,"1DcT5Wij5tfb3oVViF8mA8p4WrG98ahZPTwallet: OKXBalance:10,000 BTC ($602,475,571) Ins:29 Outs:0","10,000 BTC ($602,475,571)"
